YEAR,ROUND,RANK,TEAM,MP,W,D,L,GF,GA,GD,Last 5,CS,BTTS,FTS,Over 1.5+,Over 2.5+,AVG
2016/17,Final,1,Real Madrid CF  ,1,1,0,0,4,1,+3,W,8%,92%,0%,100%,100%,4.15
2016/17,Final,2,Juventus FC    ,1,0,0,1,1,4,-3,L,69%,31%,15%,69%,38%,2.23
