YEAR,ROUND,RANK,TEAM,MP,W,D,L,GF,GA,GD,Last 5,CS,BTTS,FTS,Over 1.5+,Over 2.5+,AVG
2016/17,Quarter Finals,1,AS Monaco FC  ,2,2,0,0,6,3,+3,WW,13%,75%,13%,94%,75%,3.31
2016/17,Quarter Finals,2,Real Madrid CF  ,2,2,0,0,6,3,+3,WW,8%,92%,0%,100%,100%,4.15
2016/17,Quarter Finals,3,Juventus FC    ,2,1,1,0,3,0,+3,WD,69%,31%,15%,69%,38%,2.23
2016/17,Quarter Finals,4,Club Atlético de Madrid,2,1,1,0,2,1,+1,WD,50%,33%,25%,50%,33%,2.00
2016/17,Quarter Finals,5,Leicester City FC  ,2,0,1,1,1,2,-1,LD,50%,30%,30%,60%,40%,2.10
2016/17,Quarter Finals,6,FC Barcelona    ,2,0,1,1,0,3,-3,LD,50%,30%,30%,90%,80%,3.80
2016/17,Quarter Finals,7,FC Bayern München  ,2,0,0,2,3,6,-3,LL,20%,70%,10%,80%,80%,4.10
2016/17,Quarter Finals,8,BVB 09 Borussia Dortmund,2,0,0,2,3,6,-3,LL,30%,60%,10%,80%,80%,4.40
