YEAR,ROUND,RANK,TEAM,MP,W,D,L,GF,GA,GD,Last 5,CS,BTTS,FTS,Over 1.5+,Over 2.5+,AVG
2013/14,Semi Finals,1,Real Madrid CF  ,2,2,0,0,5,0,+5,WW,38%,54%,8%,92%,77%,3.92
2013/14,Semi Finals,2,Club Atlético de Madrid,2,1,1,0,3,1,+2,DW,46%,54%,8%,77%,54%,2.77
2013/14,Semi Finals,3,Chelsea FC    ,2,0,1,1,1,3,-2,DL,58%,33%,17%,75%,50%,2.42
2013/14,Semi Finals,4,FC Bayern München  ,2,0,0,2,0,5,-5,LL,33%,50%,17%,83%,58%,3.08
